year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2023,E,Construction,i_Industry_Total,Rolling mean employees,200829,COUNT
2023,E,Construction,i_Industry_Total,Salaries and wages paid,18515,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",97406,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Total income,98307,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Total expenditure,92084,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Operating profit before tax,7990,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Total assets,70099,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Fixed tangible assets,17330,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Activity unit,8469,COUNT
2023,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT
2023,F,Wholesale Trade,a_0,Salaries and wages paid,452,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",10638,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Total income,10748,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Total expenditure,9854,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Operating profit before tax,811,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Total assets,11215,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Fixed tangible assets,1162,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Activity unit,4932,COUNT
2023,F,Wholesale Trade,b_1-5,Rolling mean employees,10872,COUNT
2023,F,Wholesale Trade,b_1-5,Salaries and wages paid,962,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",11143,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Total income,11262,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Total expenditure,10696,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Operating profit before tax,747,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Total assets,6872,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Fixed tangible assets,608,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Activity unit,1161,COUNT
2023,F,Wholesale Trade,c_6-9,Rolling mean employees,8394,COUNT
2023,F,Wholesale Trade,c_6-9,Salaries and wages paid,676,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",7363,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Total income,7403,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Total expenditure,7012,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Operating profit before tax,572,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Total assets,3860,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Fixed tangible assets,295,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Activity unit,1200,COUNT
2023,F,Wholesale Trade,d_10-19,Rolling mean employees,16098,COUNT
2023,F,Wholesale Trade,d_10-19,Salaries and wages paid,1213,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",14074,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Total income,14152,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Total expenditure,13453,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Operating profit before tax,1111,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Total assets,8201,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Fixed tangible assets,745,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Activity unit,666,COUNT
2023,F,Wholesale Trade,e_20-49,Rolling mean employees,20724,COUNT
2023,F,Wholesale Trade,e_20-49,Salaries and wages paid,1748,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",21305,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Total income,21469,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Total expenditure,20693,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Operating profit before tax,1501,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Total assets,12051,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Fixed tangible assets,803,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Activity unit,258,COUNT
2023,F,Wholesale Trade,f_50-99,Rolling mean employees,17328,COUNT
2023,F,Wholesale Trade,f_50-99,Salaries and wages paid,1475,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",23205,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Total income,23557,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Total expenditure,22932,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Operating profit before tax,1133,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Total assets,15093,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Fixed tangible assets,1231,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Activity unit,93,COUNT
2023,F,Wholesale Trade,g_100-199,Rolling mean employees,12288,COUNT
2023,F,Wholesale Trade,g_100-199,Salaries and wages paid,973,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",10343,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Total income,10417,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Total expenditure,9973,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Operating profit before tax,682,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Total assets,6126,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Fixed tangible assets,900,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Activity unit,69,COUNT
2023,F,Wholesale Trade,h_200+,Rolling mean employees,36693,COUNT
2023,F,Wholesale Trade,h_200+,Salaries and wages paid,3003,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",60884,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Total income,61694,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Total expenditure,60234,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Operating profit before tax,2001,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Total assets,26571,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Fixed tangible assets,3886,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Activity unit,16848,COUNT
2023,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,122394,COUNT
2023,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,10502,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",158953,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Total income,160701,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Total expenditure,154846,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,8558,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Total assets,89988,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,9629,DOLLARS(millions)
2023,G,Retail Trade,a_0,Activity unit,14064,COUNT
2023,G,Retail Trade,a_0,Rolling mean employees,0,COUNT
2023,G,Retail Trade,a_0,Salaries and wages paid,431,DOLLARS(millions)
2023,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",6612,DOLLARS(millions)
2023,G,Retail Trade,a_0,Total income,6692,DOLLARS(millions)
2023,G,Retail Trade,a_0,Total expenditure,6179,DOLLARS(millions)
2023,G,Retail Trade,a_0,Operating profit before tax,516,DOLLARS(millions)
2023,G,Retail Trade,a_0,Total assets,4871,DOLLARS(millions)
2023,G,Retail Trade,a_0,Fixed tangible assets,1709,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Activity unit,10110,COUNT
2023,G,Retail Trade,b_1-5,Rolling mean employees,22422,COUNT
2023,G,Retail Trade,b_1-5,Salaries and wages paid,1231,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",9676,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Total income,9717,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Total expenditure,9409,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Operating profit before tax,328,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Total assets,4272,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Fixed tangible assets,776,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Activity unit,2388,COUNT
2023,G,Retail Trade,c_6-9,Rolling mean employees,17007,COUNT
2023,G,Retail Trade,c_6-9,Salaries and wages paid,852,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",6142,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Total income,6184,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Total expenditure,6007,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Operating profit before tax,262,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Total assets,2743,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Fixed tangible assets,587,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Activity unit,1806,COUNT
2023,G,Retail Trade,d_10-19,Rolling mean employees,24171,COUNT
2023,G,Retail Trade,d_10-19,Salaries and wages paid,1180,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",8747,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Total income,8769,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Total expenditure,8422,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Operating profit before tax,430,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Total assets,3320,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Fixed tangible assets,485,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Activity unit,804,COUNT
2023,G,Retail Trade,e_20-49,Rolling mean employees,23415,COUNT
2023,G,Retail Trade,e_20-49,Salaries and wages paid,1214,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",10978,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Total income,11011,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Total expenditure,10613,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Operating profit before tax,516,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Total assets,4656,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Fixed tangible assets,619,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Activity unit,249,COUNT
2023,G,Retail Trade,f_50-99,Rolling mean employees,17166,COUNT
2023,G,Retail Trade,f_50-99,Salaries and wages paid,819,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",7825,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Total income,7851,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Total expenditure,7454,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Operating profit before tax,380,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Total assets,3076,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Fixed tangible assets,395,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Activity unit,225,COUNT
2023,G,Retail Trade,g_100-199,Rolling mean employees,32034,COUNT
2023,G,Retail Trade,g_100-199,Salaries and wages paid,1424,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",11601,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Total income,11739,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Total expenditure,11266,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Operating profit before tax,521,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Total assets,4649,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Fixed tangible assets,777,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Activity unit,138,COUNT
2023,G,Retail Trade,h_200+,Rolling mean employees,93783,COUNT
2023,G,Retail Trade,h_200+,Salaries and wages paid,4183,DOLLARS(millions)
2023,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",33698,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Total income,33851,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Total expenditure,32159,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Operating profit before tax,1771,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Total assets,20801,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Fixed tangible assets,3113,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Activity unit,29781,COUNT
2023,G,Retail Trade,i_Industry_Total,Rolling mean employees,229998,COUNT
2023,G,Retail Trade,i_Industry_Total,Salaries and wages paid,11334,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",95279,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Total income,95812,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Total expenditure,91508,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Operating profit before tax,4725,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Total assets,48389,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Fixed tangible assets,8461,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Activity unit,8130,COUNT
2023,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2023,H,Accommodation and Food Services,a_0,Salaries and wages paid,251,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",1556,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Total income,1671,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Total expenditure,1441,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Operating profit before tax,190,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Total assets,6437,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Fixed tangible assets,4549,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Activity unit,8304,COUNT
2023,H,Accommodation and Food Services,b_1-5,Rolling mean employees,21108,COUNT
2023,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,853,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",3128,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Total income,3162,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Total expenditure,2933,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Operating profit before tax,216,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Total assets,2857,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1413,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Activity unit,3075,COUNT
2023,H,Accommodation and Food Services,c_6-9,Rolling mean employees,22194,COUNT
2023,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,741,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",2253,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Total income,2272,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Total expenditure,2136,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Operating profit before tax,137,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Total assets,1523,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,681,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Activity unit,2976,COUNT
2023,H,Accommodation and Food Services,d_10-19,Rolling mean employees,39870,COUNT
2023,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,1284,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",3665,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Total income,3687,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Total expenditure,3475,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Operating profit before tax,208,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Total assets,2218,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,1088,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Activity unit,1269,COUNT
2023,H,Accommodation and Food Services,e_20-49,Rolling mean employees,36093,COUNT
2023,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,1177,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",3308,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Total income,3347,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Total expenditure,3153,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Operating profit before tax,203,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Total assets,2380,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1248,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Activity unit,219,COUNT
2023,H,Accommodation and Food Services,f_50-99,Rolling mean employees,15087,COUNT
2023,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,518,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",1622,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Total income,1676,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Total expenditure,1547,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Operating profit before tax,106,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Total assets,2502,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,1203,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Activity unit,78,COUNT
2023,H,Accommodation and Food Services,g_100-199,Rolling mean employees,10176,COUNT
2023,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,350,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",1109,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Total income,1121,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Total expenditure,1071,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Operating profit before tax,69,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Total assets,2216,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,1453,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Activity unit,45,COUNT
2023,H,Accommodation and Food Services,h_200+,Rolling mean employees,23796,COUNT
2023,H,Accommodation and Food Services,h_200+,Salaries and wages paid,871,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",2877,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Total income,2918,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Total expenditure,2645,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Operating profit before tax,297,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Total assets,3841,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1381,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Activity unit,24093,COUNT
2023,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,168327,COUNT
2023,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,6046,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",19518,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Total income,19856,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,18401,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1425,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Total assets,23974,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,13015,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Activity unit,10482,COUNT
2023,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2023,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,249,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",2661,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Total income,2722,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Total expenditure,2326,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,402,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Total assets,9711,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,6716,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,4263,COUNT
2023,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,7878,COUNT
2023,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,539,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",2353,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Total income,2392,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,2201,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,215,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Total assets,2686,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,1292,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,612,COUNT
2023,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4476,COUNT
2023,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,277,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",971,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Total income,979,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,868,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,131,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Total assets,1267,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,613,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,594,COUNT
2023,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,8301,COUNT
2023,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,582,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",2504,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Total income,2577,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,2307,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,261,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Total assets,2648,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,1259,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,375,COUNT
2023,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,11205,COUNT
2023,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,822,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",3481,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Total income,3537,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,3128,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,388,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Total assets,3687,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,2035,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,117,COUNT
2023,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,8115,COUNT
2023,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,609,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",2598,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Total income,2630,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,2388,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,254,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Total assets,3156,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1752,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,66,COUNT
2023,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8946,COUNT
2023,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,698,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",2765,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Total income,2929,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,2462,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,423,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Total assets,5581,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,3778,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Activity unit,72,COUNT
2023,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,50409,COUNT
2023,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,4517,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",18106,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Total income,18793,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,18110,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,2081,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Total assets,38904,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,23613,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,16590,COUNT
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,99333,COUNT
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,8293,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",35440,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,36560,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,33790,DOLLARS(millions)
